user,ulasan,rating,label,tanggal
Rindy AlwFeev,"Kok spaylaternya di kunci terus min, padahal baru daftar sudah berhasil belum pernah di pakai transaksi",4,positif,15 Maret 2021
SANTRI GAMER,Agak lama ngunduh datanya. Jadi agak lama kelihatan fotonya. Klo apk lain lancar.,4,positif,28 Februari 2021
Dhani & Lia,Kenapa sekarang ngga bisa milih jasa pengirimannyaaaa?????,4,positif,16 Maret 2021
Sugeng S Prihatin,"Bagus sik pengiriman nya, tp kadang produk yang di minta sama yang di kirim beda.sdh 2 X saya.",4,positif,15 Maret 2021
Imam Buchori,"hallo, knapa untuk menu shopeefoodnya di apk saya hilang yah, apakah bisa dibantu?",4,positif,14 Maret 2021
Wawan Purnama,"Baru 2 hari update, kok dminta update lagi??? Tp cukup puas belanja di shopee",4,positif,28 Februari 2021
abdus syafik,"Barang yang dijual sesuai dengan yang di aplikasi, pembayaran aman. Pengiriman cepat.",4,positif,02 Maret 2021
Amanda Safana Dewi Official,Kenapa gratis ongkir COD Rp 0 untuk pengguna baru shopee tidak ada???!?!,4,positif,01 Maret 2021
Moehamad Soebandie,"Tolong jangan di persulit jika akun/no hp yg telah di daftarkan di aplikasi shopee tetap bisa akses tambah permudah,karna sebagian pengguna pastinya ada yg lupa pasword,akun,dll..",4,positif,23 Februari 2021
Yuda Bxs,"Mohon maaf kenapa gratis ongkir nya nggak berfungsi ya ,padahal Voucher gratisnya masih ada ?",4,positif,16 Maret 2021
Muhammad Saihullah,"Kenapa shoope sekarang gtu ya, saya tidak bisa membuat pesanan katany di suruh varifikasi nomer hp sudah di varifikasi tpi masih tetep gk bisa ya",4,positif,03 Maret 2021
Wulan Fatihatul,"Sukak, tapi voucher gratis ongkir yg nggak shopeepay jarang"" ada sekarang ... Kebanyakan shopeepay, ga asik",4,positif,11 Maret 2021
Pahmi Yazid,Akhir akhir ini aku kalo mecahin lucky egg ko dapet voucher toko terus biasa nya aku dapet voucher gratis ongkir :(,4,positif,03 Maret 2021
Dewi Fatmawati,"plislah shopee utk alamat bisa lebih dari 90karakter.. kalo memang alamatnya panjang gmn, mau disingkat gmn pun jd gak informatif.. kasian kang kurir",4,positif,14 Maret 2021
windows 32,"Selamat sore, saya ingin tanya, kenapa pas aku main game selalu ada iklan shopee?",4,positif,07 Maret 2021
Nur Sayit,"Saya suka shoppy ,barang2 yg dijual terjangkau banyak promonya ,pengiriman barangnya cepat ,masukannya kalau bisa barang yg dijual dgn harga tinggi ,kalau bisa cicilannya lewat shoppy langsung ,maaf jika banyak salah ,makasih shoppy .",4,positif,21 Februari 2021
Ade Sunandar,Untuk saat ini sudah cukup baik namun dalam notif pengiriman produk tidak disertakan nama kurir dan informasi mengenai jasa pengiriman padahal jika disertai bisa membantu meningkatkan kepercayaan dan komunikasi baik jika kurir yg mengantar sesuai dengan apa yang diharapkan,4,positif,17 Februari 2021
Ilham Ramadhan,"Ada kesalahan dalam pembelian barang, di saat pembeli kurang bayar ongkir. dari pihak shopee nya langsung memutuskan bahwa biaya Ongkir di bebankan ke pihak penjual tanpa konfirmasi terlebih dahulu, jadi keuntungan penjual di ambil untuk membayar biaya ongkir pembeli... Padahal dari pihak ekspedisi nya kekurangan biaya ongkir sudah di bebankan ke pihak pembeli karna sudah masuk hitungan 2kg. Jadi yg menanggung beban ongkir yaitu pihak pembeli dan penjual, penjual merasa di rugikan.. thx",4,positif,25 Februari 2021
ananda Lingga,sngat senang & puas belanja di shopee....tapi sayang riwayat belanja kita gak bisa dihapus.,4,positif,03 Maret 2021
yunia utari,Oke sih buat shoope... Aku sukak bgt belanja disini klo lg ada voucher gratis ongkir... Hehe Aku tunggu yaa voucher gratis ongkirnya lg 😀,4,positif,26 Februari 2021
M Mahdi,"Shopee tetap mantap, tapi hati-hati ada toko tertentu di Shopee yang tidak jujur alias penipu. Contoh misal kita memesan barang, setelah paket pesanan kita terima ternyata barang tersebut rusak. Nah bagi orang yang super sibuk mana mungkin ada waktu mengembalikan paket pesanan barang tersebut. Yg pada akhirnya terpaksa pasrah dan menanggung kerugian hehe",4,positif,25 Februari 2021
Johanna Kekung,"Baru beberapa kali belanja di shopee, aku suka karena respon pengiriman barang gak molor..",4,positif,09 Maret 2021
ELLIN NOVITA SARI,"CUMA SEKEDAR SARAN,UNTUK PEMESANAN SHOPEE FOOD KOK GAK BISA PAKE PAYLATER Y,KOK GAK KAYA GOJEK BISA PAKE PAY LATER,MOHON DI UPGRADE LAYANANNYA,OVER ALL UNTUK PEMULA BAGUS BANGET PELAYANAN SHOPEE FOODNYA",4,positif,10 Maret 2021
Vivo Y81,shopee bagus sih.. apk nya mudah di mengerti.. barang nya jg sesuai... hanya saja pernah sekali kecewa sama salah satu toko sandal.. yg di pesen apa yg dtg apa😁😁 tp gak kapok kok blnja nya untuk saya bs memaklumin.. mungkin kesalah dlm pengemasan nya😂😂,4,positif,04 Februari 2021
Novi Yuri,Suka shopee.... Tp suka gagal kalo berebut flashsale.. mungkin hrs dibuat adil biar semua bisa menikmati flashsale nya shopee. Update: masih blm ada perubahan.. suka kalah flashsale mulu.. terpaksa ngelirik online market lain...,4,positif,22 Februari 2021
Wong Desa,"Cukup memuaskan deh selalu dpet hrga murah hnya saja ongkir yg cukup mahal, sdgkn sebelah jauh dekat ongkir sama yg sini cocok buat yg grosir",4,positif,02 Maret 2021
Dina Putriani,"Shoppe sudah membantu Saya untuk bertransaksi / berbelanja online dengan harga barang yang terjangkau dan barang nya lumayan bagus. Dan rata2 pengiriman barang sesuai dengan pemesanan Saya, ada juga pesanan yang tidak sesuai tapi no problem. Cuma saya kecewa saat belanja fairlovely ada cream yang belum diedarkan / tidak ada di list produk fairlovely tapi dijual oleh seller untung tidak saya pakai cream nya. Tolong ya kalau jualan yang jujur. Terima kasih 🙂",4,positif,23 Februari 2021
Ridwan Tree,Kalo kasih terjemahan bahasa luar negri jadi indonesia terutama buat toko2 yang ga bisa bahasa indonesia,4,positif,26 Februari 2021
Ibnu Budiar,"Kalau limit pay latter saya sudah tersedia kembali baru deh saya tambahin bintangnya, sementara B4 dulu.",4,positif,05 Maret 2021
Nadia Aep,"Aku kasih bintang 4 dulu yah, soalnya aku udah coba 2 kali buat cod tapi barangnya gak sampe malah dibalikin lagi ke penjual, padahal gak ada tlpn apan gitu langsung di balikin.",4,positif,08 Maret 2021
Maria Gunawan,Aplikasi bagus bisa beri peluang ke siapa saja. Tapi kemarin ada saler yg hrs nya kembalikan belom juga dikembalikan sampai hampir 1 bulan. Sata lapor tapi kok ga ada feed back nya ya...,4,positif,20 Februari 2021
Mey Izmael Chanel,"Sekarang sudah jauh lebih baik lagi 😍 semoga terus di tingkatkan, dan kalo bisa semua toko bisa gratis ongkir dengan belanja minimum 0-30rb 😊",4,positif,09 Maret 2021
JJ JJ,"Stok 0 kok dijadiin flashsale, maaf kalo bisa gk usah bikin acara gituan lah kalo gk mau berbagi mh,",4,positif,02 Maret 2021
Nata_ Natsu,"Alhmdlillh klau keamnan brangny, tp tdk mnjmin barangny ory. Krn prnah beli slh 1 produk stelah smpai trnyta KW jd ke ory. N. Brangny blm mnjmin, klau pengantrannya alhmdlillh diantr smpai drmh dgn slmat. Itu sj msih kndla yg sy tmui, sisany alhmdlillh blm ada.",4,positif,09 Maret 2021
Agun Gunawan,Ini kenapa ya padahal barang sudah di Terima tapi di apk nya ko blom bisa di konfirmasi ya ?,4,positif,27 Februari 2021
Eri Murniasih,"So far bagus, Suka sama ayam shopee nya, soalnya gemoy. Cuman Kalo bisa bikin merchandise ayam shopee nya kaya boneka ayam shopee gtu. Trs dijual di shopee. Udh si gitu aja.",4,positif,04 Maret 2021
NILTA ARZAQIA NAVA,Bagus banget buat belanja online tapi kadang nyari nama toko nya g muncul padahal bisa di hp yg lain,4,positif,25 Februari 2021
Vany Priya,"Ngga tau mau komplain sama siapa. Tapi sekarang ini saya lebih tidaj berminat belanj . Soalnya biaya penanganan COD JNT nya hampir 8000. Kita yang jualan antar kabupaten pun tetap segitu juga. Pelanggan2 pada lari,karena mereka maunya COD smua. Saya sebagai penjual di shoppe merasa ngga nyaman dengan komplain pembeli saya yg seperti itu.... sebagai pembeli seperti nya mereka ngga sanggup dengan biaya penanganan sebesar itu. tolong di bantu",4,positif,24 Januari 2021
alefri hamdi,Pihak Shoppe tolong kalo kirim ke Shoppe Express standard kecepatan ya di perbaiki . masa iya barang pesanan uda Seminggu lebih tidak sampai - sampai .. pada hal saya uda hampir member Gold. 😞 selanjutnya masalah Ongkir Tambah hari tambah mahal .. 🤬,4,positif,15 Maret 2021
Wilies Marfuah,Mau tanya kenapa saya tidak bisa log in dan ada pemberitahuan bahwa perangkat( handpone) saya diblokir shopee sehingga tidak bisa log in dengan akun saya sendiri? Bagaimana solusinya?,4,positif,15 Februari 2021
Pusingdotkom Apaobatnya,Overall bagus. Cuma sekali pengalaman kecewa beli barang rusak dan yg dimenangkan penjual.,4,positif,05 Maret 2021
Resty Haryani,"Awalnya ragu buat pakai e-commerce, tapi pertama kali nyoba belanja kebutuhan di Shopee lama lama ketagihan, harganya murah, pilihannya juga banyak, transaksi juga mudah apalagi ada shopeePay jdi memudahkan untuk yg tidak punya rekening bank seperti saya, karena bisa top up di minimarket. Ada berbagai games juga, pokoknya suka banget sama Shopee, semoga kedepannya lebih baik lagi dan terus berkembang dengan inovasi fitur-fitur terbaru😊🙏 Terima kasih Shoppee❤",4,positif,19 Februari 2021
Thomson panjaitan,"Ini adalah aplikasi belanja online yang baik menurut saya, karena barang yg diminta sesui dan pengirimannya tepat waktu di saat kita sangat memerlukan barang tersebut. Trims shopee...",4,positif,22 Februari 2021
Sarah Selawati,Shoppe adalah tempat pembelajaan online ku saat ini seneng banget dishopee pengiriman nya cepet banget tapi sayang nya shopee skrng susah bgt gratis ongkir :) skrng agak jarang beli barang barang lain dikarenakan ongkir yang mahal bgt gak ada gratis ongkir langka banget deh gratis ongkir. Jadi mohon admin untuk sering mengadakan gratis ongkir. Hatur nuhun...,4,positif,09 Februari 2021
Mufida Filailmia,"Terimakasih min udah nampung berbagai saran dari pelanggan, tapi mohon maaf sekarang gratis ongkir hanya untuk pembayaran dengan shoppepay .. hmm sedikit kecewa min🥺 dulu selalu ada untuk gratis ongkir cod. Klo ga sempat isi shoppepay jdi ga CO deh🥺",4,positif,19 Februari 2021
Dunia Musik Dervian,"Shopee keren banget, tapi aku sarankan ditambahin shopee foodnya ya soalnya aku udah update tetep ga ketemu shopee foodnya.",4,positif,05 Maret 2021
Iwan Putra,"Dishopee semua ada,harganya pun gak nguras kantong,ada banyak gratiss ongkir juga lagee..😊",4,positif,04 Maret 2021
Umi la,Bagus banget baru pertama order puas bgt semoga seterusnya jg memuaskan...gratis ongkir pula...,4,positif,13 Maret 2021
Noval Fahri,"Aku kasih bintang 4 dulu,aku mau nanya kalo ngirim paket nya pake mobil atau pake motor ya",4,positif,21 Februari 2021
arya aqilla,"Empat bintang dulu karna masih ada yg kurang, selama belanja di sini fine aja Cuma saran sy untuk pembayaran spaylater kalau bisa jangan di gabung cicilannya, seharusnya bisa di klik tiap satu pembayaran yg belum jatuh tempo jadi lebih ringan bisa di bayar satu persatu sebelum jatuh tempo. Untuk kurir kenapa tidak di sediakan no telphn kurirnya seperti di lazada. 🙏",4,positif,18 Februari 2021
vvinterb_,"Rada kesel sih, kadang shopee apk nya suka lemot bngt, dipencet, mau 30 an detik baru kebuka, pencet ikon lain, pun lelet",4,positif,27 Februari 2021
XI IPA 9 Apsa Pandu,"Saya suka dengan shopee tetapi knp saya harus log in lagi min, padahal saya beli barang dan ini sudah dalam proses pengiriman dan saya log in ada notif masih ada gangguan padahal jaringan stabil dan bagus mohon bantuannya ya min karena barang belum sampai rumah terimakasih.",4,positif,01 Maret 2021
ayu puspitasari,"Min mau tanya dong knp shopee sy ga ada shopee food nya,padahal sudah di update shopee nya...",4,positif,07 Maret 2021
Mas Dam 2501,"Aku kasih bintang 4 dulu. . Karena aku gak mau kecewa lagi,aku masih suka belanja di sini",4,positif,09 Maret 2021
Bawon Venty,"Terpercaya, pengiriman juga aman dan dapat dipercaya, kualitas barang juga sesuai harga",4,positif,03 Maret 2021
saripah putri,"Saya sangat terbantu dengan adanya aplikasi ini belanja jadi mudah, harga lebih murah juga,dan apa yang saya cari ada disini Cuman tolong untuk shopee kedepannya lebih memperhatikan konsumen, masa penjual bisa seenaknya menyepelekan pesanan pembeli padahal pembeli adalah raja, tolong y pada shopee tolong ditingkatkan lagi aturan untuk para penjualnya jangan menyepelekan pesanan pembeli dan menyepelekan chat dari pembeli juga Terima kasih",4,positif,30 Januari 2021
Kasena Wati,"Sangat bermanfaat dimasa pandemi seperti ini, tidak perlu keluar rumah untuk membeli kebutuhan",4,positif,14 Maret 2021
elsa dhea,"Edit Mungkin untung buat pembeli tapi untuk penjual kurang. Biaya dari Shopee terlalu besar. Apalagi buat penjual kecil/pemula seperti saya. Kalau harga saya sama ratakan seperti penjual lain, nggak dapat untung. Belum lagi biaya packing. Kalau harga dinaikkan, kemungkinan pembeli juga cari barang serupa yang lebih murah di toko lain. Mohon untuk bisa dipertimbangkan. Dan untuk saldo penjual mungkin nanti bisa dibuat langsung dimasukkan ke shopeepay gitu. Terima kasih",4,positif,18 Februari 2021
Triza vivi,Selama ini blnja di shoope slalu puas sama produknya. Amanah juga.. Sering2 ya ada ongkir gratis😁,4,positif,28 Februari 2021
Syarofah Rasnawati,"4 bintang dulu deh, soalnya skrg voucher cashback buat bayar cc makin kecil dapet nya... 😂😂😂",4,positif,02 Maret 2021
Pulung Kusuma,"Sudah beberapa kali cekout , gagal malah kembali ke beranda shopee sekarang makin parah lemot lagi",4,positif,11 Maret 2021
Shelfa Fitria,Shopee penggunanya sudah banyak. Tolong serven di tingkatkan agar aplikasinya tidak lelet!,4,positif,07 Maret 2021
Novi nan711,"Minta tolong difilter para pedagangnya yg pasti jual produk ori dg yg abal"". Buat konsepmu bukan asal nrima pedagang kw kw an. It's okay kalo pakaian, sepatu, dsb, ga akan merusak kesehatan. Tapi bayangin kalo skincare. Pasti akan berdampak pada kesehatan kulit. Pastikan ingredients yg ada di dalam produk benar"" dibutuhkan oleh kulit. Jangan ada krim HN diantara kita, misalnya:) astaga kasian yg beli kan kebanyakan pasti ga tau kalo itu krim berbahaya. Terimakasih. Semangat shoppee!",4,positif,16 Januari 2021
Prazz Setyo,"Banyak hacker, di even Shopie . . Jam 00:00 sudah pada habis gak ada 1 detik dah habis semua Dan buat checkout GaK bisa . Pembodohan publik 🤗🤗Tolong perbaiki , . yang saya takutkan. Kalau semua masyarakat Indonesia tau dan sadar. Kalau selama ini cuma di bodohin , . Dan akhirnya mereka tidak percaya lagi sama promosi yang di tawarkan di aplikasi ini , Apa ini cuma permainan dan penipuan aja . Lebih baik di undi biar adil.",4,positif,02 Januari 2021
Auliah Aul,Apk ini jelek !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Tapi booonggg hayu,4,positif,08 Februari 2021
Gribik Gamer,"Dimenu saya, kok tidak ad shope later y, apakah ada syarat dan ketentuan untuk bisa daftar",4,positif,15 Maret 2021
Siti Mariana,"Kadang merasa puas, kadang merasa kecewa yahh kayak kehidupan lah😌😁 Tapi lebih banyak merasa Puas sih😊",4,positif,08 Maret 2021
Rahmawati Idham,"Gratis ongkir minimal pembelian 10rb tapi gak juga tuh haha. Terus kan belanja nih yg 30ribuan biar gratis ongkir ehhh shopeepay nya gak cukup dong karena belom include ongkirnya, jadi metode pembayarannya belom bisa diganti ke shopeepay. Hahahaha sumpah ribet deh",4,positif,03 Februari 2021
indah puji astuti,Saya suka banget tapi tu selalu eror shoppe nya knp saya kasih 4 karena eror tolong dong di benerin jadi saya bisa belu barang barang yang saya mau tapi katanya gratis ongkir tapi saya lihat kok gak ya tolong dong jangan tipu kita kami bangkrut tapi kalian gak,4,positif,18 Februari 2021
Frisca Mahrunnisa,"Semua nya bagus, cuman skrng kurir sbope random dan biaya penanganan cukup mahal jadi agak kecewa",4,positif,17 Maret 2021
Firda Rahma,"Ini gimana jadinya, tadi aku udah minta bantuan dari piha shopee buat buka akunku yang nomor teleponnya hilang katanya bakal ada notif eh kok sampe sekarang belum ada WA verifikasi dari shopee, terus barusan aku chat lagi belum selesai tapi udah diputus aja sesinya, gimana ini?",4,positif,24 Februari 2021
Fadel Khsn,"Aku turunin satu bintang, maaf soalnya penarikan dana untuk saldo penjual agak lama dan hanya satu kali penarikan satu hari. padahal modalnya mau aku pake untuk jualan lg. Jadi pemula yg kurang modal nasibnya gini 😔😞",4,positif,23 Februari 2021
Khairul Anwar,"Min aplikasinya berat banget, tolong perbaiki, sering lag di hape menengah..",4,positif,14 Maret 2021
Dini Setiawan,"Suka sih sebenarnya sm apknya, awal awal download lancar lancar aja. Tapi kenapa ya makin lama kok apk shopee dihp saya ngelag bukanya, padahal apk lain nggalah, udah saya bersihin juga tapi sama aja. Tolong diperbaiki ya.",4,positif,12 Februari 2021
Duta varrel maulana,Kenapa aku kasih Bintang 4? Jadi aku itu ikut event tanaman dan udh siram beberapa kali tapi saat besoknya udh gak bisa masuk event lagi. gw coba lagi besok tetap aja ga bisa jadinya tanaman aku mati,4,positif,18 Februari 2021
Laila Badriyah,"Sekarang2 ini ongkirnya lagi murah. Apalagi ad shopee express... Jadi berharap shopee express ad dimana2 ya biar ongkirnya jadinya 0 rupiah, gak cuma seller yang d jakarta",4,positif,07 Maret 2021
Dwi Prassetyo,"Aplikasi ini sangat membantu dan bagus ,, maaf saya cuma kasih bintang 4 ga bintang 5 soalnya kalo bintang 5 artiny Sempurna ,, aku ga mau ngasih bintang 5 karna menurut aku kesempurnaan hanya milik TUHAN 🙏🙏🙏",4,positif,19 Februari 2021
Muslih,"Kenapa kalo mau jualan di shopee, ketika mau atur ongkir + berat produk tidak bisa disimpan",4,positif,04 Maret 2021
Deni Defisa,Shopee pay later saya dihapus padahal bayarnya selalu tepat waktu dan sering belanja kecewA bangetttt....tanpa ada penjelasan yg jls dr pihak shopeee????!!!!,4,positif,23 Februari 2021
putri bbm,Hai shopee. Kenpa skrng pengiriman gk bisa pilih lagi ekspedisi yg kami mau ?,4,positif,17 Maret 2021
Febrianti Rohmadani,"Semua baik dan lancar.. sangat berguna untuk di lihat sebagai pembeli seperti saya.. tp buat Spay.x saat pin salah dan mau merubah pin.. itu yg susah dan ribet, sampai bingung bagaimana saya bisa kembali menggunakan Spay.x 🙏🙏🙏",4,positif,22 Februari 2021
umi umayah,"Kenapa Setiap Saya Mau Beli Barang Udh Masuk CheckOut Mlh Keluar Lg Padahal Jaringan Bagus, Gk Lemot Juga!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",4,positif,03 Maret 2021
Wieke Indriyati,"Kak sekarang ko shoope yg ak pake gratis ongkirnya gak bisa digunakan kenapa ia,, Jadinya skrg ini jarang belanja di shoope,",4,positif,02 Maret 2021
Ibrahim Khairullah,app bagus tapi sangat disayangkan jika mmembeli produk yg sama dlm quantity yg bangak ongkos kirim di hitung satu persatu semoga kedepan nya ongkir dalam pembelian banyak bisa di ringan kan tidak dihitung satu persatu tpi bisa di hitung dalam per kg,4,positif,18 Februari 2021
siska tri utami,"Suka kesel karena lemot, padahal buka apk lain biasa2 aja tapi kalo buka shopee lemot terus.",4,positif,03 Maret 2021
gina nilam,Barang yg dipesan sangat hati-hati karena beberapa produk gagal bukan karena shopee nya tapi pemilihan toko nya. Sejauh ini aku seneng karena setiap produk yg dipesan tidak gagal . Tengkyuuuu🤍,4,positif,02 Maret 2021
Lina Fafajuju,"ayolaah kalo ada event jangan lemot banget!! aku sebagai seller selaluu ditanya konsumen, entah itu lemot di penjualan, lemot juga di aplikasi :'( itu lagi, sistem persenan chat dibalas mending dihapus aja. auto-replay ga di hitung tuh rasanya menyebalkan :( jadi ga star seller cuma gara2 itu aja pliiss",4,positif,25 Februari 2021
Aira Dyara,"over all baguss siih... cm gak yakin dgn flash sale yg dr harga jutaan jadi 99. Baru juga refresh mulai flash sale tiba2 sudah terjual habis aja. mohon diperbaiki aplikasinya, pas ngasi penilaian tiba2 macet padahal tinggal kirim, jd ngulang dari awal ngasi review itu rasanya gmna ya... 😂",4,positif,24 Februari 2021
Sutis Arral,"Tersedia pembayaran cod, tapi gak semua toko bisa metode cod sangat disayangkan sekali",4,positif,09 Maret 2021
Antoni Sukarto,"Sementara 4 dulu, soalnya kagak sering nongol di situs streaming ilegal kaya toko sebelah",4,positif,02 Maret 2021
Tri setio Wibowo809,"Saya sangat lega terhadap tespon shopee yang cepat dan memuaskan pembeli dan barang nya selalu murah"" selalu ada event tapi sayang saya selalu gak dapat semoga shopee bisa menjadi no 1 di hati masyarakat indonesia terus berkembang shopee semangat!!!!!",4,positif,29 Januari 2021
Apriliana Fajariyanti,"Dari dulu suka bgt belanja dishopee, karena free ongkir. Tp klo skrng kok agak susah ya, waktu mau check out, voucher yang aku punya ga bisa dipake karena vouchernya tdk berlaku dibeberapa toko. Trus kita harus klaim voucher yg mana ya? Biar bisa dipake disemua toko.",4,positif,24 Januari 2021
Wendi Wardani mulyadi,"Tolong perbaiki Bugnya saya tidak bisa memposting produk, dan menentukan ongkos kirim",4,positif,13 Maret 2021
Linda rosdiana,"aku udah lama pakai shope ... baru kali ini ada kendala shopepay susah bgtt buat tff.. padahal sebelumnya ok aja ,, tapi sudah beberpa hari susah buat tff padahal saldo masih ada ,, kecewa",4,positif,23 Februari 2021
Ema Ramadhani,"Puas banget belanja dishopee,, sekarang udah ada alternatif metode pembayaran yang cukup membantu pembeli. Tapi untuk ekspedisi shopee standar ekspress lebih ditingkatkan lagi waktu pengirimannya, karena setiap pakai ekspedisi ini selalu terlambat dari waktu yan shopee tentukan. Semoga kedepannya lebih baik lagi",4,positif,14 Februari 2021
Tika Ayu Larasati,"Bunga shopee paylater nya kurangin dong, kalo di itung sama aja kek bayar ongkir.. jadi ongkir ga ada tapi di lariin ke biaya tambahan kalo bayar pake shopee paylater. Berarti sama aja boong ga free ongkir juga . Hmmmm😌",4,positif,31 Januari 2021
Sartika Nzaen,Shopee kenapa bisa keluar sendiri👉sampai harus buat akun baru lagi masya allah. Yang lama engga bisa masuk gagal terus. Punten sudah di update padahal. Pihak Shopee.,4,positif,19 Februari 2021
Ella Wenas,W wewwew wew wew wew keren banget kalo ada yg mo bkg apa saja untuk mengurut payudara yang sama sx 😔😔,4,positif,16 Maret 2021
Auliya Azkia,"Suka siyh blnja di shoope,tapi Skrang ongkirnya itu lho kebangetan,blnja gha'nyampe 100rbu aja,ongkirnya lebih dari 200ribu,apalagi yg pake COD, Seharusnya diperbaiki lagi sistem ongkirnya itu,jangn terlalu memberatkan,apalagi yg di pelosok2 seperti kami ini,",4,positif,16 Maret 2021
Kbull Jr,"aplikasi bagus, sangat bermanfaat. mohon perbaiki notifnya, tramsaksi yg sudah selesai beberapa bulan yg lalu masih masuk di notif transaksi yg harus diproses, Trimakasih",4,positif,28 Februari 2021
Aangitu D'arttea,Shopee harusnya promonya itu buat semua pengguna...jangan buat yg baru atau hanya pengguna shopee pay doang....toh shopee gak akan rugi....malah makin kaya... Kemarin kemarin nyaman pake shopee..tapi skarang jadi dipertimbangkan lagi...🤔🤔,4,positif,17 Februari 2021
yeni umi,"Selalu puas dengan pembelian di shopee, tapi minus nya ngajuin shopee paylatter gak pernah di acc, enggak tau kepana, padahal dalam penggunaan shopee selama ini gak ada sesuatu yang buruk",4,positif,16 Februari 2021
Gagis Subekti,Alkhamdulillah amanah ... Tp pernah sya order dr luar negri brg nya gak nyampe ke saya...,4,positif,09 Maret 2021
gek aris,"Kadang suka macet mungkin karena banyak yg makai, tapi saya puas belanja di shoope.. Semoga makin banyak bonus gratis ongkir nya, soalnya lumanyan juga harga ongkirnya",4,positif,05 Maret 2021
Julpitri Fauziah,User friendly tapi aplikasinya berat sekali... Untuk buka satu toko saja bisa nunggu 1-2 menit.... Padahal dr provider handphone sdh paling cepat.... Tolong lebih cepat lagi terimakasih,4,positif,26 Februari 2021
seti fitriyah,"Shopee skrng bgus bs cod kaya lazada cmn vocer cashback sllu shopeepay z yg bnyk nya yg vcer cashback gk shopeepay cmn 1/2 gk bnyk tlong d bnykin vcer cashback yg gk via shopeepay biar kita dropship jg sm"" pny untung nya dr cashback nya dn 1 lg buat seller yg dr luar negri smg pengriman nya sllu bs krm k indonesia krn aku mau order dr luar negri gk ada pngrmn/gk bs krm k indonesia mhon pngrmn dr luar negri sllu bs y kk smga saran nya bs d trima mksh",4,positif,15 Maret 2021
Ar' Link,"Kekurangan pada shopee adalah tidak selalu update posisi paket saat pengiriman.jadi untuk pihak shopee tolong selalu update posisi paket,supaya kita mudah melacak paket(barang)!! Terima kasih.",4,positif,12 Januari 2021
Ester Puji Rahayu,"Sudah terdaftar gratis ongkir, tapi belum dapat notifikasi. Sedangkan saya mau daftar lagi katanya sudah terdaftar tapi di produk saya tidak ada keterangan free.",4,positif,04 Maret 2021
Syaefur Rokhman,Sekarang ko shopee jadi berat aplikasinya...gak Kya dulu lancar dan enteng....dan sering banget minta update....,4,positif,03 Maret 2021
Riska Nurhadi,"Saya sebenarnya puas menggunakan shopee, bahkan sangat puas, tapi saya ingin bertanya kenapa setiap saya mau check out sering tertera bahwa Check out gagal (D07) kode voucher sudah digunakan.. tolong penjelasannya, terimakasih",4,positif,08 Februari 2021
Imarotul khoiriyah,"Penawaran menarik, barang"" yg disuguhkan byk pilihan.. harga kompetitif",4,positif,02 Maret 2021
Reni Mikayla,"Min kok skrg untuk jasa pengiriman gk ada gk ada JNT,JNE,NINJA,ID EXPREES,ATAu yg lain nya. Skrg kita cm di kasih pilihan regular sm hemat, kargo. Itu gmn min?",4,positif,17 Maret 2021
Ardy a,Spinjam nya limit nya tolong dinaikan donk...kalo dinaikin limit Spinjam nya... rating nya bintang 5 nanti...thanks sophee,4,positif,05 Maret 2021
Alisha Lavanya Jyoti,jadi ketagihan belanja pakai shopee..aplikasi membantu bgt untuk qt belanja online..cuma sedih sekarang gratis ongkir nya kebanyakan untuk yg pakai shopee pay..dulu aku sering dapet gratis ongkir skg jarang bgt harus pakai shopee pay kebanyakan promo nya,4,positif,23 Februari 2021
Risma Wati,"Yang sangat saya senangi di apk shopee yakni bisa dengan metode COD,adanya gratis ongkir,dan pemesanan sesuai apa yg diinginkan",5,positif,02 Maret 2021
mas rocki Purwakarta,Akun saya ga bisa masuk ..ga tau knp Kluar sndri..giliran mau msuk ga bisa bisa.. Blm bisa masuk smntara tulisan nya,5,positif,04 Maret 2021
Siyfaul Jannah,"Saat ini saya kasih 5 bintang karna emang bagus , tingkatkan trus ya biar bintang 5 nya terus bertahan. Shopee karna kamu aku ga pernah bisa nabung uangku selalu habis belanja di shopee , kalau bapak aku tau tiap bulan belanja nyampe 8 pesanan habis udah aku",5,positif,05 Maret 2021
